objectID;post_title;url;Nom simple;Nom
cocktail_5278;Last Word;https://1ou2cocktails.com/cocktails/last-word/;liqueur;liqueur
cocktail_5278;Last Word;https://1ou2cocktails.com/cocktails/last-word/;liqueur;liqueur chartreuse
cocktail_5278;Last Word;https://1ou2cocktails.com/cocktails/last-word/;jus;jus lime frais
cocktail_5271;Pisco Sour à l'Abricot;https://1ou2cocktails.com/cocktails/pisco-sour-a-labricot/;jus;jus citron frais
cocktail_5271;Pisco Sour à l'Abricot;https://1ou2cocktails.com/cocktails/pisco-sour-a-labricot/;sirop;sirop simple
cocktail_5271;Pisco Sour à l'Abricot;https://1ou2cocktails.com/cocktails/pisco-sour-a-labricot/;confiture;confiture
cocktail_5271;Pisco Sour à l'Abricot;https://1ou2cocktails.com/cocktails/pisco-sour-a-labricot/;pincée;pincée cannelle râpée
cocktail_5271;Pisco Sour à l'Abricot;https://1ou2cocktails.com/cocktails/pisco-sour-a-labricot/;oeuf;que blancs oeufs fermes
cocktail_5271;Pisco Sour à l'Abricot;https://1ou2cocktails.com/cocktails/pisco-sour-a-labricot/;cannelle;cannelle râpée
cocktail_5267;Amaretto Sour Pomme & Cannelle;https://1ou2cocktails.com/cocktails/amaretto-sour-pomme-cannelle/;avril;avril
cocktail_5267;Amaretto Sour Pomme & Cannelle;https://1ou2cocktails.com/cocktails/amaretto-sour-pomme-cannelle/;gin;gin
cocktail_5267;Amaretto Sour Pomme & Cannelle;https://1ou2cocktails.com/cocktails/amaretto-sour-pomme-cannelle/;jus;jus pomme brut
cocktail_5267;Amaretto Sour Pomme & Cannelle;https://1ou2cocktails.com/cocktails/amaretto-sour-pomme-cannelle/;jus;jus citron
cocktail_5267;Amaretto Sour Pomme & Cannelle;https://1ou2cocktails.com/cocktails/amaretto-sour-pomme-cannelle/;sirop;sirop simple
